characters_araber;Araber_verkleidet
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_2;The baroness in the second compartment over there is missing her purse.
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_3;Do you have an idea where it could be?
sequences_junge_top_a01_junge_verschwundene_brieftasche_tseq#4;[The boy gets big eyes, looks over to Geiger.]
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_4_direction;inhales surprised
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_4;Hhhhh!
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_5;Do I ever!
sequences_junge_top_a01_junge_verschwundene_brieftasche_tseq#7;[The boy nods several times in the direction of the Geiger. Ohi is irritated.]
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_6;Hmm?
sequences_junge_top_a01_junge_verschwundene_brieftasche_tseq#9;"[The boy rolls his eyes (""How stupid is he doing""), then he gives Ohi to understand with a finger that he should come closer. Ohi bends down (idle).]"
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_7;That guy over there. With the violin case!
sequences_junge_top_a01_junge_verschwundene_brieftasche_tseq#11;[The boy nods again in the direction of the violinist. Ohi looks around, then looks back at the boy.]
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_8;What about him?
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_9;He picked up something in Zurich and put it in his violin case.
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_10;Really?
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_11;Yeah and he made sure that nobody saw him.
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_12;But you saw him?
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_13_direction;"""Yes"""
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_13;Mmm-hmm.
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_14;Did you also see what it was?
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_15;No not really. 
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_16;But now that I think of it, it must have been the baroness' purse!
sequences_junge_top_a01_junge_verschwundene_brieftasche_tseq#21;[Ohi looks around again, looks back at the boy.]
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_17;I should look into it, shouldn't I?
spokentexts_junge_top_a01_junge_verschwundene_brieftasche_tseq_st_18;I think so.
texts_junge_top_a01_junge_was_will_er_mal_werden_tseq_title;The boy's plans
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_1_direction;affected
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_1;Oh. And, er, how old are you now?
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_2;How old are you, Matt?
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_3;In eight months I'll be nine years old!
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_4;And do you already know what you want to be when you grow up? A burglar?
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_5_direction;laughs
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_5;Heh. No.
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_6;We'll see. Maybe an actor.
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_7_direction;doubtful
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_7;Really? Well, I don't know...
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_8;You need a lot of talent for that!
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_9;I'm an actor in a theater group, you know!
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_10_direction;doubtful
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_10;You are?
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_11;Oh yes! And I'm one of the best in our group, if I may say so.
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_12;I get really deep into my roles, you know?
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_13;I don't just talk like the character. I THINK like him. I BECOME him. It's the only way to...
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_14_direction;coughs
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_14;Cough cough.
sequences_junge_top_a01_junge_was_will_er_mal_werden_tseq#16;[The boy coughs and starts to choke, as if he had swallowed itself.]
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_15;Matt?
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_16_direction;worried
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_16;Are you okay?
sequences_junge_top_a01_junge_was_will_er_mal_werden_tseq#19;[The boy choked increasingly, pointing to his neck.]
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_17_direction;cough
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_17;COUGH COUGH! HAUGH! 
sequences_junge_top_a01_junge_was_will_er_mal_werden_tseq#21;[Ohi rushes to the boy, raises him from behind. Suddenly, the boy is very loose.]
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_18;I think you just have to be good at copying things to be an actor.
sequences_junge_top_a01_junge_was_will_er_mal_werden_tseq#23;[Ohi is still in shock, then he lets the boy slide down again and turns back to his position. The boy cheeky grin.]
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_19_direction;still in shock
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_19;That... That wasn't bad.
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_20_direction;still in shock
spokentexts_junge_top_a01_junge_was_will_er_mal_werden_tseq_st_20;Disturbing. But not bad.
texts_junge_top_a01_junge_wo_ist_sein_vater_tseq_title;His father
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_1;And how long has your mother worked for the lady?
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_2;Tell me... How long has your mother been working for the lady?
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_3;Two years.
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_4;And your father? What does he do?
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_5_direction;sad
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_5;He stayed home.
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_6;I used to go fishing with him. And hunting!
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_7_direction;excited
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_7;He even let me shoot a real gun!
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_8;And then?
sequences_junge_top_a01_junge_wo_ist_sein_vater_tseq#10;[The boy is just hanging his head.]
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_9_direction;gloomy
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_9;Then mom fought with him and he left.
spokentexts_junge_top_a01_junge_wo_ist_sein_vater_tseq_st_10;I was seven.
texts_junge_top_a01_junge_wo_wohnt_er_tseq_title;Where does he live?
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_1;You and your mother... do you both live on Lady Westmacott's estate?
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_2;You and your mom, you both live on Lady Westmacott's estate?
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_3;I'm only there for the holidays.
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_4;Most of the time I'm at boarding school.
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_5;I imagine that's not very pleasant.
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_6;No, it's fine. I have friends there.
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_7;You always have to be so quiet in the lady's house, and I'm not allowed to bring any friends.
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_8_direction;understanding
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_8;Such a big house with so many places to hide... And no one to play hide and seek with.
spokentexts_junge_top_a01_junge_wo_wohnt_er_tseq_st_9;You said it!
spokentexts_junge_ex_1_st_1;Matt doesn't really seem to be content...
spokentexts_junge_ex_2_st_1;Matt is digging in his heels.
spokentexts_junge_ex_2_st_2;I won't get anything out of him as long as he's angry with me.
spokentexts_junge_ex_3_st_1;The kid's not on the warpath anymore. I don't think he'll be causing any more trouble...
spokentexts_junge_ex_3_st_2;...for the next half hour, anyway.
spokentexts_junge_talk_5_st_1;Hey, Matt! The violinist really did steal the purse. Well observed.
spokentexts_junge_talk_5_st_2;I knew it! I bet he's got more stuff planned.
spokentexts_junge_talk_5_st_3;I'll stay here and keep an eye on him, secretly. OK?
spokentexts_junge_talk_5_st_4;Sounds like a plan.
spokentexts_junge_talk_mit_1_st_1;Hello, Matt!
sequences_junge_talk_mit_1#2;[The boy is not responding.]
spokentexts_junge_talk_mit_1_st_2;Oh, come on!
spokentexts_junge_talk_mit_1_st_3;Are you going to be angry with me for the rest of the trip?
spokentexts_junge_talk_mit_1_st_4_direction;defiantly
spokentexts_junge_talk_mit_1_st_4;Until I get my pistol back.
spokentexts_junge_talk_mit_1_st_5;I gave it to your mother.
sequences_junge_talk_mit_1#7;[The boy looks at Ohi (idle).]
spokentexts_junge_talk_mit_1_st_6_direction;offended, annoyed
spokentexts_junge_talk_mit_1_st_6;Oh, man!
spokentexts_junge_talk_mit_1_st_7;Couldn't you have just raked me over the coals?
spokentexts_junge_talk_mit_1_st_8;Would you have learned anything from that?
spokentexts_junge_talk_mit_1_st_9_direction;defiantly
spokentexts_junge_talk_mit_1_st_9;I didn't learn anything from this either!
sequences_junge_talk_mit_1#12;[The boy turns back.]
spokentexts_junge_talk_mit_2_st_1;Come on, Matt!
sequences_junge_talk_mit_2#2;[The boy is not responding.]
spokentexts_junge_talk_mit_2_st_2;Do you really think that you can ignore me for longer than I can ignore you?
spokentexts_junge_talk_mit_2_st_3;I'm Swiss! It's practically a national sport!
sequences_junge_talk_mit_2#5;[The boy is not responding.]
sequences_junge_talk_mit_2#6;[Ohi shrugs.]
spokentexts_junge_talk_mit_3_st_1;All right, Matt. Tell me now...
spokentexts_junge_talk_mit_4_st_1;Hi, Matt. What I wanted to ask is...
sequences_junge_talk_mit_4#2;[Dialogue between Ohi and the boy starts.]
spokentexts_junge_talk_mit_5_st_1;I've no idea what I'd say to Matt.
sequences_junge_used_mit_karamellbonbons#1;[Ohi stands before the boy, picks into his pocket, pulls out a few sweets and shows him on the open hand (idle).]
spokentexts_junge_used_mit_karamellbonbons_st_1;Would you like a butterscotch?
sequences_junge_used_mit_karamellbonbons#3;[The boy looks at the candy and then turns back.]
spokentexts_junge_used_mit_karamellbonbons_st_2;You think you can bribe me?
spokentexts_junge_used_mit_karamellbonbons_st_3;I have no reason to. You made trouble and got punished for it.
spokentexts_junge_used_mit_karamellbonbons_st_4;Take it as a peace offering.
sequences_junge_used_mit_karamellbonbons#7;[The boy thinks for a moment, then looks back.]
spokentexts_junge_used_mit_karamellbonbons_st_5;Just four?
spokentexts_junge_used_mit_karamellbonbons_st_6;If I'm faster than you, there'll only be three!
sequences_junge_used_mit_karamellbonbons#10;[The boy is smiling and accessing. Ohi pulls the hand back quickly. The boy laughs.]
spokentexts_junge_used_mit_karamellbonbons_st_7_direction;laughing
spokentexts_junge_used_mit_karamellbonbons_st_7;Hey!
sequences_junge_used_mit_karamellbonbons#12;[The boy picks Ohis hand, turns the finger and takes the candy. Ohi finally give him the candys and stroke his hair.]
spokentexts_junge_used_mit_karamellbonbons_st_8;Friends again?
sequences_junge_used_mit_karamellbonbons#14;[The boy put a piece of candy in his mouth and nods. The other ones he puts in his pocket.]
spokentexts_junge_used_mit_karamellbonbons_st_9_direction;yes, with his full mouth
spokentexts_junge_used_mit_karamellbonbons_st_9;Mmm-hmm.
spokentexts_junge_used_mit_karamellbonbons_st_10;All right then.
sequences_junge_used_mit_karamellbonbons#17;[Ohi raises cautionary the finger.]
spokentexts_junge_used_mit_karamellbonbons_st_11;And no dangerous nonsense anymore!
spokentexts_junge_used_mit_karamellbonbons_st_12_direction;is annoyed, do not like it
spokentexts_junge_used_mit_karamellbonbons_st_12;Okay.
texts_pflegerin_mo_ex_1;Look at Mrs. Miller
texts_pflegerin_mo_talk_mit_1__2;Talk to Mrs. Miller
texts_pflegerin_mo_text_used_mit_haarnadel;Give the hairpins back to Mrs. Miller.
texts_pflegerin_top_a01_pflegerin_brieftasche_tseq_title;Missing purse
spokentexts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_st_2;A passenger's purse has gone missing.
spokentexts_schriftstellerin_top_a01_schriftstellerin_brieftasche_tseq_st_3;I suppose you haven't seen it?
sequences_pflegerin_top_a01_pflegerin_brieftasche_tseq#2;[The nurse shakes her head.]
spokentexts_pflegerin_top_a01_pflegerin_brieftasche_tseq_st_3;Sorry, no.
spokentexts_pflegerin_top_a01_pflegerin_brieftasche_tseq_st_4;Nor have I.
spokentexts_pflegerin_top_a01_pflegerin_brieftasche_tseq_st_5;Have you ask my little boy?
spokentexts_pflegerin_top_a01_pflegerin_brieftasche_tseq_st_6;Matty is good at finding things.
spokentexts_pflegerin_top_a01_pflegerin_brieftasche_tseq_st_7;I haven't asked him yet, but I will.
texts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_title;Noticed anything?
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_2;Oh, I'm afraid not. I was totally focused on my work.
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_3;She's always got an awful lot to do, my Mary.
sequences_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq#3;[Nurse looks forward to the table.]
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_4_direction;upset
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_4;You have to tell me if that's not all right with you.
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_5;Good Lord, child! Knit as much as you want!
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_6;So, nothing out of the ordinary?
spokentexts_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq_st_7;No, Constable. 
sequences_pflegerin_top_a01_pflegerin_etwas_aufgefallen_tseq#7;[Nurse looks back to Ohi.]
texts_pflegerin_top_a01_pflegerin_goodbye_tseq_title;Say goodbye
spokentexts_pflegerin_top_a01_pflegerin_goodbye_tseq_st_1;Goodbye, Ms. Miller.
spokentexts_pflegerin_top_a01_pflegerin_goodbye_tseq_st_2;Goodbye, Constable.
sequences_pflegerin_top_a01_pflegerin_goodbye_tseq#2;[The nurse begins to knit again.]
texts_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq_title;Hairpin
spokentexts_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq_st_1;Thank you for your hairpin, Ms. Miller. It really got me out of a jam.
sequences_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq#1;[Ohi gets out the needle, and give it to the nurse.]
spokentexts_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq_st_2;Oh, really? That's good to hear!
sequences_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq#3;[The nurse takes the hairpin and puts it into the pockets.]
spokentexts_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq_st_3;And thank you for bringing it back to me. Not everybody would have.
spokentexts_pflegerin_top_a01_pflegerin_haarnadel_zurueck_tseq_st_4;I'm a Swiss policeman, madam. I couldn't do otherwise even if I tried.
texts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_title;Hairpins
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_1_direction;slightly embarrassed
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_1;Please excuse my unusual request, but Matt said you have some hairpins. Could I borrow one?
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_2_direction;blankly, slightly shocked
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_2;One of my hairpins?!
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_3;It's a long story but it would be a big help.
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_4_direction;unsure
spokentexts_pflegerin_top_a01_pflegerin_haarnadeln_tseq_st_4;Well, if you really need one...
